ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Meta: supplier_1_name","Meta: supplier_1_product_url","Meta: supplier_1_item_number","Meta: supplier_2_name","Meta: supplier_2_product_url","Meta: supplier_2_item_number","Meta: quantity_ASKotec2.0","Meta: supplier_1_price","Meta: supplier_2_price","Meta: woosg_ids","Meta: woosg_selector","Meta: _atum_attachments"
93,simple,Mrei03,"Black Iso Tape",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","ISOBAND black VDE, 10 m x 15 mm",,,taxable,,1,,,0,0,,,,,0,,,"0,55",Materials,,reichelt,"https://askotec.openculture.agency/wp-content/uploads/IMG_1256.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_1253.jpg",,,,,,,,,0,reichelt,https://www.reichelt.com/vde-isolierband-10-m-breite-15-mm-schwarz-isoband-sw-p8975.html,"ISOBAND SW",,,,1,"0,5","0,55",,
95,simple,MSEG09,"Capacitors 100μF",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks",,,,taxable,,1,,,0,0,,,,,0,,,"0,16",Materials,,SEGOR,https://askotec.openculture.agency/wp-content/uploads/Capacitors-100-2.jpg,,,,,,,,,0,SEGOR,https://www.segor.de/#Q=ELRA100u-35%252F105%25C2%25B0&M=1,"ELRA 100u-35/105°lowESR ",,,,10,"0,16",,,
97,simple,MSEG10,"Capacitors 10μF",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","10 μF 35 V",,,taxable,,1,,,0,0,,,,,0,,,"0,08",Materials,,SEGOR,https://askotec.openculture.agency/wp-content/uploads/IMG_0925.jpg,,,,,,,,,0,SEGOR,https://www.segor.de/#Q=ELRA10u-35%252F105%25C2%25B0%252F4x7&M=1,"ELRA 10u-35/105°/4x7 ",,,,10,"0,08",,,
99,simple,MSEG11,"Circuit Board for Arduino Set",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","811/5-5*100MM dot matrix",,,taxable,,1,,,0,0,,,,,0,,,1,Materials,ASKotec2.0,SEGOR,https://askotec.openculture.agency/wp-content/uploads/IMG_1177.jpg,,,,,,,,,0,SEGOR,https://www.segor.de/#Q=811%252F5-50x100mm,M=1,811/5-50x100mm,,,,5,1,,
101,simple,Mrei04,"Crocodile Clips (PACK OF 10)",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","MK 612S connection lines, pack of 10",,,taxable,,1,,,0,0,,,,,0,,,"1,5",Materials,ASKotec2.0,reichelt,"https://askotec.openculture.agency/wp-content/uploads/2020/01/DSCF8648.jpg, https://askotec.openculture.agency/wp-content/uploads/2020/01/DSCF8640.jpg, https://askotec.openculture.agency/wp-content/uploads/2020/01/DSCF8641.jpg, https://askotec.openculture.agency/wp-content/uploads/2020/01/DSCF8642.jpg, https://askotec.openculture.agency/wp-content/uploads/2020/01/DSCF8643.jpg, https://askotec.openculture.agency/wp-content/uploads/2020/01/DSCF8645.jpg, https://askotec.openculture.agency/wp-content/uploads/2020/01/DSCF8646.jpg",,,,,,,,,0,reichelt,https://www.reichelt.com/verbindungsleitungs-satz-10-teilig-mk-612s-p12242.html,"MK 612S",,,,2,"1,99",,,
110,simple,MDM02,"Desinfaction spray",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","wound spray",,,taxable,,1,,,0,0,,,,,0,,,"5,95",Materials,,DM,"https://askotec.openculture.agency/wp-content/uploads/IMG_0632-1.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_0635.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_0640_1.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_0640.jpg",,,,,,,,,0,DM,https://www.dm.de/octenisept-wund-desinfektion-p4032651214181.html,octenisept,,,,1,"5,95",,,
114,simple,Mrei05,"Duct Tape",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","TESA 56389 SW 50 m x 50 mm",,,taxable,,1,,,0,0,,,,,0,,,"7,95",Materials,ASKotec2.0,reichelt,"https://askotec.openculture.agency/wp-content/uploads/Duck-Tape.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_0671.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_0675.jpg",,,,,,,,,0,reichelt,https://www.reichelt.com/folienband-tesa-extra-power-universal-50-m-x-50-mm-schwarz-tesa-56389-sw-p78959.html,"TESA 56389 SW",nbc=1,"TESA 56389 SW",,"8,45",1,"8,24",,
116,simple,MRea01,"First Aid Kit",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","Wundmed first aid set + belt loop (32 parts)",,,taxable,,1,3,,1,0,,,,,0,,,"3,3",Materials,,,https://askotec.openculture.agency/wp-content/uploads/IMG_0786-1.jpg,,,,,,,,,0,Real,,309711227,,,,1,"3,3",,,
119,simple,MBAU02,"Garden Wire",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","Gardol Silver, zinc-plated, 40 m, 0,65 mm",,,taxable,,1,,,0,0,,,,,0,,,"1,89",Materials,,BAUHAUS,"https://askotec.openculture.agency/wp-content/uploads/IMG_1139.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_1137.jpg",,,,,,,,,0,BAUHAUS,https://www.bauhaus.info/pflanzenbinder/gardol-gartendraht/p/24803731,24803731,Modulor,https://www.modulor.de/stahl-wickeldraht-o-0-65-mm-l-ca-38-m-100g-blau-geglueht-roh.html,4500897-510,1,"1,89",,,
121,simple,MBAU03,"Glue stick",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","UHU stick 21g",,,taxable,,1,,,0,0,,,,,0,,,"2,49",Materials,,BAUHAUS,https://askotec.openculture.agency/wp-content/uploads/IMG_0720-1-scaled.jpg,,,,,,,,,0,BAUHAUS,https://www.bauhaus.info/kontaktkleber-alleskleber/uhu-klebstift-stic/p/15358104,15358104,SMDV,https://www.smdv.de/products/522910/Pritt-Klebestift-Original-22g-PK611.html,W743191,1,"2,49","1,69",,
123,simple,Mrei06,"Heat Shrink Tubes (PACK OF 100)",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","DELOCK 86271, black pack of 100",,,taxable,,1,,,0,0,,,,,0,,,"3,99",Materials,ASKotec2.0,reichelt,"https://askotec.openculture.agency/wp-content/uploads/IMG_1048.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_1047.jpg",,,,,,,,,0,reichelt,https://www.reichelt.com/schrumpfschlauch-sortiment-schwarz-100-teilig-delock-86271-p152924.html,"DELOCK 86271",,,,1,"3,99",,,
127,simple,MSEG13,"Jumper Wire M/M (PACK OF 40)",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","FlexJumper 10M/M (40x)",,,taxable,,1,,,0,0,,,,,0,,,"4,5",Materials,,SEGOR,"https://askotec.openculture.agency/wp-content/uploads/IMG_1116.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_1115.jpg",,,,,,,,,0,SEGOR,,,,,,1,"4,5",,,
128,simple,MSEG15,"LED Lights Mini Red",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","3 RT / -25X (3mm)",,,taxable,,1,,,0,0,,,,,0,,,"0,07",Materials,,SEGOR,https://askotec.openculture.agency/wp-content/uploads/IMG_0909.jpg,,,,,,,,,0,SEGOR,,,,,,25,"0,07",,,
129,simple,MSEG34,"LED Lights Mini White",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","LED 5 uh ws/23cd-15°",,,taxable,,1,,,0,0,,,,,0,,,"0,12",Materials,,SEGOR,"https://askotec.openculture.agency/wp-content/uploads/IMG_0911.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_0918-1.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_0917-1.jpg",,,,,,,,,0,SEGOR,,"LED 5 uh ws/23cd-15°",,,,10,"0,12",,,
131,simple,MSEG16,"Monobloc battery 9V",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","Duracell 6LP3146",,,taxable,,1,,,0,0,,,,,0,,,"2,6",Materials,,SEGOR,https://askotec.openculture.agency/wp-content/uploads/IMG_0896.jpg,,,,,,,,,0,SEGOR,,"9V-Akali Duracel",,,,2,"2,6",,,
134,simple,MDM01,"Ointment Gel",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","wound-healing gel",,,taxable,,1,,,0,0,,,,,0,,,"3,95",Materials,,DM,https://askotec.openculture.agency/wp-content/uploads/Ointment-Gel.jpg,,,,,,,,,0,DM,https://www.dm.de/octenisept-wundgel-p4032651980284.html,,,,,1,"4,95",,,
136,simple,Mrei07,"4 in 1 USB Hub",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","DIGITUS DA-70216, USB 2.0 Hub, 100cm",,,taxable,,1,,,0,0,,,,,0,,,"6,6",Materials,ASKotec2.0,reichelt,"https://askotec.openculture.agency/wp-content/uploads/IMG_0967.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_0966.jpg",,,,,,,,,0,reichelt,https://www.reichelt.com/de/de/digitus-usb-2-0-4-port-kabel-hub-100cm-digitus-da-70216-p116474.html,,,,,2,"6,6",,,
138,simple,MSEG17,"plastic bags",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","PE/G 80x120 (100x)",,,taxable,,1,,,0,0,,,,,0,,,"0,02",Materials,ASKotec2.0,SEGOR,https://askotec.openculture.agency/wp-content/uploads/IMG_1472-scaled.jpg,,,,,,,,,0,SEGOR,,,,,,20,"0,02",,,
140,simple,MSEG18,"Rechargeable Batteries",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","AA Mignon-eneloop/Box 2000mA",,,taxable,,1,,,0,0,,,,,0,,,"2,90",Materials,ASKotec2.0,SEGOR,https://askotec.openculture.agency/wp-content/uploads/IMG_0791.jpg,,,,,,,,,0,SEGOR,,,,,,2,"11,8",,,
162,woosg,,"#ASKmod First Aid Set",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","<p style=""text-align:right;""><a href=""https://github.com/opencultureagency/ASKmod-First-Aid-Set"">#ASKmod First Aid Set on GitHub</a></p>\n\n\n\n[git-github-markdown url=""https://github.com/opencultureagency/ASKmod-First-Aid-Set/blob/main/README.md"" cache_ttl=""3600"" cache_strategy=""static""]",,,taxable,,1,,,0,0,,,,,0,,,"13,90",Materials,"ASKmod, ASKotec2.0",,"https://askotec.openculture.agency/wp-content/uploads/IMG_1468-scaled.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_0787.jpg",,,,,,,,,0,,,,,,,,,,"116/1,110/1,134/1",default
188,simple,MSEG19,"Resistors 10 Ω",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","10R-0204-1% 0,4W TK50",,,taxable,,1,,,0,0,,,,,0,,,"0,02",Materials,,SEGOR,https://askotec.openculture.agency/wp-content/uploads/2020/01/DSCF8773.jpg,,,,,,,,,0,SEGOR,https://www.segor.de/#Q=MF10R-1%2525&M=1,"MF 10R-1%",,,,50,"0,025",,,
189,simple,MSEG32,"Resistors 100 Ω",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","100R-0204-1% 0,4W",,,taxable,,1,,,0,0,,,,,0,,,"0,02",Materials,,SEGOR,,,,,,,,,,0,SEGOR,https://www.segor.de/#Q=MF100R-1%2525&M=1,"MF 100R-1%",reichelt,https://www.reichelt.de/widerstand-metallschicht-100-ohm-0207-0-6-w-1--metall-100-p11457.html?&trstct=pos_0&nbc=1,"METALL 100",50,"0,025","0,08",,
190,simple,MSEG31,"Resistors 1000 Ω",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","1kR-0204-1% 0,4W",,,taxable,,1,,,0,0,,,,,0,,,"0,02",Materials,,SEGOR,https://askotec.openculture.agency/wp-content/uploads/2020/01/DSCF8780.jpg,,,,,,,,,0,SEGOR,https://www.segor.de/#Q=MF1k0-1%2525&M=1,MF1k0-1%2525,,,,50,"0,025",,,
191,simple,MSEG21,"Resistors 15 Ω",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","15R-0204-1% 0,4W TK50",,,taxable,,1,,,0,0,,,,,0,,,"0,02",Materials,,SEGOR,https://askotec.openculture.agency/wp-content/uploads/IMG_0922.jpg,,,,,,,,,0,SEGOR,https://www.segor.de/#Q=MF15R-1%2525&M=1,MF15R-1%2525,,,,50,"0,025",,,
194,simple,,"Resistors 300 Ω",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","300R-0204-1% 0,4W TK50",,,taxable,,1,,,0,0,,,,,0,,,"0,02",Materials,,SEGOR,https://askotec.openculture.agency/wp-content/uploads/IMG_0905.jpg,,,,,,,,,0,SEGOR,https://www.segor.de/#Q=MF300R-1%2525&M=1,MF300R-1%2525,,,,50,"0,02",,,
195,simple,MBAU06,"Sand Paper Piece",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","small piece of sandpaper sheet 100",,,taxable,,1,,,0,0,,,,,0,,,"0,95",Materials,ASKotec2.0,BAUHAUS,https://askotec.openculture.agency/wp-content/uploads/IMG_1491-copy-scaled.jpg,,,,,,,,,0,BAUHAUS,,,,,,1,"0,95",,,
197,simple,MSEG23,"Single Color Red Wire",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","LIYV0,5RT 25m (RED)",,,taxable,,1,,,0,0,,,,,0,,,7,Materials,ASKotec2.0,SEGOR,https://askotec.openculture.agency/wp-content/uploads/red.jpg,,,,,,,,,0,SEGOR,https://www.segor.de/#Q=LiYv0%252C5rt(25m)&amp;M=1,"LiYv 0,5rt (25m) ",,,,1,7,,,
198,simple,MPAP01,"Small Trainer Notepad",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","Spiral Block A6",,,taxable,,1,,,0,0,,,,,0,,,"1,19",Materials,ASKotec2.0,Modulor,https://askotec.openculture.agency/wp-content/uploads/2020/01/DSCF8637.jpg,,,,,,,,,0,PAPER-LA-PAP,,,Modulor,https://www.modulor.de/clairefontaine-block-mit-spiralbindung-pupitre-blau-kariert-75-x-120-60-blatt-120-seiten.html,192563,1,"1,19","2,7",,
200,simple,MSEG24,"Solder roll",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","ø 1mm, 100g, leaded\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nLZ 1,0- 100/BleifreiSN99",,,taxable,,1,,,0,0,,,,,0,,,5,Materials,,SEGOR,"https://askotec.openculture.agency/wp-content/uploads/IMG_1260.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_1259.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_1261.jpg",,,,,,,,,0,SEGOR,,"LZ 1,0- 100/BleifreiSN99",,,,1,5,,,
202,simple,MSEG25,"Soldering Grease",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","KOLOPHONIUM 20 G STANNOL",,,taxable,,1,,,0,0,,,,,0,,,"3,5",Materials,,SEGOR,"https://askotec.openculture.agency/wp-content/uploads/IMG_1263.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_1265.jpg",,,,,,,,,0,SEGOR,https://www.segor.de/#Q=Kolophonium20g%253BStannol&amp;M=1,"Kolophonium 20g Stannol",,,,1,"3,5",,,
204,simple,MPAP02,"Sticky Notes",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","yellow sticky notes pack of 3x 100 small",,,taxable,,1,,,0,0,,,,,0,,,"0,33",Materials,,Modulor,https://askotec.openculture.agency/wp-content/uploads/IMG_1133.jpg,,,,,,,,,0,PAPER-LA-PAP,,,Modulor,https://www.modulor.de/tesa-officenotes-gelb-40-x-50-mm-3-x-100-blatt.html,144650,3,"0,33",,,
206,simple,MToo02,"Strong Allround Glue",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","50g Allround Glue strong, flex &amp; clean",,,taxable,,1,,,0,0,,,,,0,,,"2,49",Materials,,BAUHAUS,"https://askotec.openculture.agency/wp-content/uploads/IMG_0717.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_0718.jpg",,,,,,,,,0,BAUHAUS,https://www.bauhaus.info/kontaktkleber-alleskleber/uhu-kontakt-kraftkleber/p/15350889,15350889,SMDV,https://www.smdv.de/products/256675/UHU-Kontakt-Kraftkleber-Gel-Kontaktkleber-46480-42g.html,W46489,1,"5,45","2,81",,
208,simple,MBAU09,"SuperGlue Pipette",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","10g SuperGlue extra strong Pipette",,,taxable,,1,,,0,0,,,,,0,,,"6,85",Materials,,BAUHAUS,"https://askotec.openculture.agency/wp-content/uploads/IMG_0713.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_0714.jpg",,,,,,,,,0,BAUHAUS,https://www.bauhaus.info/sekundenkleber/uhu-sekundenkleber-blitzschnell/p/15358348,15358348,SMDV,https://www.smdv.de/products/256570/UHU-blitzschnelle-Pipette-Mehrzweckkleber-48795-10g.html,W46418,1,"6,85","5,6",,
210,simple,MBAU10,Twine,1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","Stabilit plastic twine",,,taxable,,1,,,0,0,,,,,0,,,"1,86",Materials,ASKotec2.0,BAUHAUS,"https://askotec.openculture.agency/wp-content/uploads/Twine1.jpg, https://askotec.openculture.agency/wp-content/uploads/Twine-1.jpg, https://askotec.openculture.agency/wp-content/uploads/Twine2.jpg",,,,,,,,,0,BAUHAUS,https://www.bauhaus.info/naturseile/stabilit-bindfaden/p/10191067,10191067,,,,1,"1,86",,,
232,simple,MSEG27,"Twin Wire for Arduino Set",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","LIY 2*0,14RT/SW 5M",,,taxable,,1,,,0,0,,,,,0,,,"2,2",Materials,ASKotec2.0,SEGOR,"https://askotec.openculture.agency/wp-content/uploads/IMG_1191.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_1193.jpg",,,,,,,,,0,SEGOR,,,,,,1,"2,2",,,
235,simple,MSEG30,"Zip Ties mid size (PACK OF 100)",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","100 zip ties black, 200x3,6mm",,,taxable,,1,,,0,0,,,,,0,,,"3,8",Materials,ASKotec2.0,SEGOR,"https://askotec.openculture.agency/wp-content/uploads/IMG_0844.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_0834.jpg",,,,,,,,,0,SEGOR,https://www.segor.de/#Q=KB200x3%252C6sw(100x)&amp;M=1,"KB 200x3,6sw (100x)",,,,1,"3,8",,,
237,simple,TSEG01,"Arduino Starter Set V3",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","STARTER SET V3",,,taxable,,1,,,0,0,,,,,0,,,69,Materials,ASKotec2.0,SEGOR,"https://askotec.openculture.agency/wp-content/uploads/IMG_0653.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_0657.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_0663.jpg",,,,,,,,,0,SEGOR,https://www.segor.de/INFO/startersets/arduino-starterset-v3.shtml,,,,,1,69,,,
239,simple,TSEG02,"Assortment box",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","310x105x40mm 8 partitions PP 200/CA",,,taxable,,1,,,0,0,,,,,0,,,"7,5",Materials,,SEGOR,"https://askotec.openculture.agency/wp-content/uploads/IMG_0951.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_0952.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_0953.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_0954.jpg",,,,,,,,,0,SEGOR,,"PP 200/CA (o.Tw)",,,,1,"7,5",,,
241,simple,TCON02,"Battery Soldering Iron",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks",8W,,,taxable,,1,,,0,0,,,,,0,,,"9,99",Tools,,reichelt,"https://askotec.openculture.agency/wp-content/uploads/IMG_1240.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_1238.jpg",,,,,,,,,0,reichelt,https://www.reichelt.de/batterie-loetkolben-8-w-kolben-zd-20d-p90936.html,"KOLBEN ZD-20D",,,,1,"4,95",,,
243,simple,TSEG03,"Bread Board 400",1,0,visible,"<strong>Delivery time:</strong> 2-3 weeks","Protoboard Size 400",,,taxable,,1,,,0,0,,,,,0,,,"4,8",Materials,,SEGOR,"https://askotec.openculture.agency/wp-content/uploads/IMG_1182.jpg, https://askotec.openculture.agency/wp-content/uploads/IMG_1179.jpg",,,,,,,,,0,SEGOR,,,,,,1,"4,8",,,
